intensidade_media,intensidade_desvio_padrao,area_maxima,perimetro_maximo,classe
117.69407653808594,65.79515301096896,38240.0,1679.6265386343002,NORMAL
131.21604919433594,61.118630538429834,47369.5,1107.3696203231812,NORMAL
153.24493408203125,62.52196712566117,47394.5,1222.9675971269608,NORMAL
132.23016357421875,60.79529107237506,48917.5,1198.3990564346313,NORMAL
104.32785034179688,49.554306574121846,18491.0,1370.8670910596848,NORMAL
124.74662780761719,49.96066991882897,38739.5,1747.6681680679321,NORMAL
102.96401977539062,61.168590413922175,26336.5,2018.569750905037,NORMAL
100.32595825195312,58.799219544067256,22623.5,2260.9027919769287,NORMAL
131.70596313476562,63.25134540192734,47364.5,1272.0214215517044,NORMAL
132.23736572265625,53.17084555868768,50010.0,1073.1858530044556,NORMAL
144.3085479736328,46.625594614678974,50017.0,1139.068102478981,NORMAL
113.34336853027344,59.49717413055972,29134.5,2250.4763865470886,NORMAL
133.2352294921875,57.803713925661185,47526.5,1253.8792852163315,NORMAL
136.35130310058594,57.02508326954131,44009.5,1717.869178056717,NORMAL
117.84548950195312,54.23368814200735,30196.5,2263.7068334817886,NORMAL
128.96035766601562,57.09232402578339,35311.5,2355.0794155597687,NORMAL
125.07395935058594,59.19196223246447,40625.0,1755.6265395879745,NORMAL
116.36997985839844,67.39675672050151,39795.0,1468.9747387170792,NORMAL
118.33824157714844,60.191947758278204,31825.5,2159.339303612709,NORMAL
106.71221923828125,66.01629188536518,31405.5,1754.8397408723831,NORMAL
122.75070190429688,56.296846671781196,41152.5,1536.1879403591156,NORMAL
120.33908081054688,70.47878178168577,34556.5,1968.8885098695755,NORMAL
129.67750549316406,53.0011436883999,51649.5,1132.2569199800491,NORMAL
147.45375061035156,61.047612081292264,53514.5,1081.2030981779099,NORMAL
120.45747375488281,64.99545313021873,46383.0,1155.9554047584534,NORMAL
121.690673828125,57.645926537545805,43985.0,1011.5878746509552,NORMAL
143.12550354003906,71.71012325709643,49904.5,1038.8010773658752,NORMAL
131.49349975585938,58.227861672769286,36659.0,2130.586994290352,NORMAL
113.11126708984375,55.48206522628181,27143.5,2157.4225623607635,NORMAL
125.41842651367188,64.96697087371831,46860.0,1157.4701226949692,NORMAL
129.70999145507812,60.9563495107658,41911.5,1544.1879420280457,NORMAL
107.98838806152344,61.01990448982254,27613.5,2129.055032491684,NORMAL
127.08946228027344,69.08004634317223,47740.5,984.9188272953033,NORMAL
141.65008544921875,56.07287974600802,49550.0,1375.3767570257187,NORMAL
130.6063232421875,55.012293206739386,42783.0,1753.6509246826172,NORMAL
129.494140625,62.62067594847485,45630.0,1011.185852766037,NORMAL
154.63784790039062,59.06094971020362,54928.5,1107.1442222595215,NORMAL
124.10084533691406,49.90301239662854,32934.0,2018.1260991096497,NORMAL
117.98110961914062,65.55177097022779,43624.0,984.7594466209412,NORMAL
129.68154907226562,47.405994742667104,48255.0,1157.0681027173996,NORMAL
116.01283264160156,57.20925028873982,31287.0,2277.2144137620926,NORMAL
133.894775390625,58.41504210675805,48016.5,990.173660159111,NORMAL
146.66836547851562,54.2812874229795,47894.5,1864.354459643364,NORMAL
129.532958984375,63.074902383420344,47854.5,1152.1147861480713,NORMAL
118.84701538085938,59.51949602224016,42390.0,1167.4112473726273,NORMAL
139.65737915039062,61.99865878610342,50765.0,1179.0092256069183,NORMAL
95.94003295898438,49.13418894308338,15594.0,1532.3372160196304,NORMAL
118.14703369140625,60.54534186357192,41907.5,1096.4823154211044,NORMAL
114.42131042480469,67.09126581437971,43143.0,1013.8721455335617,NORMAL
106.36161804199219,56.95236075956812,29518.0,1500.2539565563202,NORMAL
117.05409240722656,51.82558552823584,40738.0,1204.7249565124512,NORMAL
126.18614196777344,63.31556750011935,46521.5,1117.5117535591125,NORMAL
113.91886901855469,61.55686264968869,41091.5,1264.707713484764,NORMAL
117.87309265136719,57.71130019149991,33470.5,2166.79514503479,NORMAL
109.03022766113281,51.211483227778984,26718.0,2177.4986830949783,NORMAL
106.2705078125,70.60611918760522,29684.5,2039.599189043045,NORMAL
132.81704711914062,58.511981799313794,45522.0,925.563488483429,NORMAL
130.24195861816406,63.245136814310754,42797.5,1745.0407522916794,NORMAL
116.31552124023438,60.93749294518619,31294.5,2287.1382933855057,NORMAL
129.89306640625,61.89463104596313,34880.0,2148.184975504875,NORMAL
126.15911865234375,68.59894345981799,42343.5,1649.928054690361,NORMAL
126.304931640625,63.18249410341554,33824.5,2239.339301586151,NORMAL
131.22848510742188,61.29503071343675,49745.0,1226.7838315963745,NORMAL
109.26829528808594,64.07319598732369,29965.0,1840.9057561159134,NORMAL
131.44293212890625,55.63867740331117,42225.5,1860.8641257286072,NORMAL
111.37193298339844,55.15631848846138,27674.5,2293.1626772880554,NORMAL
112.39657592773438,61.49174369554898,37057.0,1799.047894835472,NORMAL
125.71681213378906,64.66816533829684,44651.5,1068.9432121515274,NORMAL
109.54119873046875,58.66746700883691,28333.0,2110.268235206604,NORMAL
109.34944152832031,62.936430140935755,28348.5,2196.0844699144363,NORMAL
115.1165771484375,57.30980791372718,35183.5,1713.4082832336426,NORMAL
130.5037078857422,60.53537228172252,44508.5,1730.4965958595276,NORMAL
106.76785278320312,58.21652164829142,35067.5,1495.6437846422195,NORMAL
128.04283142089844,58.15273363534451,45301.5,1899.1585023403168,NORMAL
110.76959228515625,69.80502400541287,43121.0,1060.5584359169006,NORMAL
134.47296142578125,55.82693907587554,44795.0,1709.4255293607712,NORMAL
99.96697998046875,47.12033269131309,15554.0,1064.974737405777,NORMAL
142.566650390625,59.21273145010345,48050.5,1097.7716394662857,NORMAL
124.48724365234375,67.21273205983722,37603.0,1802.538225889206,NORMAL
106.35090637207031,66.91706716726193,29689.5,1933.3149173259735,NORMAL
117.51103210449219,60.58680336963226,29322.5,2307.824585080147,NORMAL
111.0833740234375,65.64779417707182,27727.0,2016.302726507187,NORMAL
103.89817810058594,60.23337709209873,26962.0,2196.233747124672,NORMAL
111.98188781738281,55.53945365948037,29522.0,2284.2337453365326,NORMAL
148.79823303222656,59.18121891523411,51431.5,1027.2619732618332,NORMAL
134.95700073242188,65.58294653646468,44907.5,1594.61434674263,NORMAL
108.36981201171875,58.796611490522096,25962.0,2149.7240784168243,NORMAL
127.03256225585938,54.141525249570535,49151.0,1118.2985498905182,NORMAL
112.87094116210938,58.96345712755952,42695.0,1612.7148518562317,NORMAL
124.25863647460938,56.39108637068965,34344.5,2259.883459687233,NORMAL
139.4252166748047,62.53205128939984,50685.0,1024.877197265625,NORMAL
149.87001037597656,50.4923796418032,56339.0,1185.7300089597702,NORMAL
115.35270690917969,70.95004687745714,40339.5,1086.6833268404007,NORMAL
119.14158630371094,54.66975398744807,37927.5,1469.8447951078415,NORMAL
113.98832702636719,53.72370673072687,39142.0,1386.6315903663635,NORMAL
114.80928039550781,63.76202748200115,29645.0,2072.8367763757706,NORMAL
125.41427612304688,59.939879547810094,46978.0,989.5878739356995,NORMAL
114.59750366210938,60.803211527832765,38123.5,1731.1828871965408,NORMAL
120.62455749511719,60.30252068372656,47256.0,1133.411248922348,NORMAL
101.82044982910156,62.34617572342923,25225.0,2056.645872116089,NORMAL
123.23361206054688,68.6189288345374,47494.5,992.918828368187,NORMAL
118.80441284179688,61.142430973035836,36798.5,1689.6681694984436,NORMAL
117.11441040039062,53.33467557104004,28804.0,1841.9595785140991,NORMAL
99.4906005859375,50.21302432677841,19024.0,1981.699694275856,NORMAL
109.63240051269531,65.22444221263943,27565.5,2277.76570892334,NORMAL
130.55174255371094,61.10228827366818,42112.0,1688.9402470588684,NORMAL
90.56973266601562,56.4865857053709,17971.0,1646.1706957817078,NORMAL
131.74822998046875,69.86116360829472,47889.5,1010.8599523305893,NORMAL
130.47283935546875,71.567631423179,46240.0,1108.2396775484085,NORMAL
142.06053161621094,65.0742487486845,48689.0,993.4457380771637,NORMAL
155.8906707763672,58.489846110450486,53865.5,1146.801076889038,NORMAL
110.40550231933594,69.09013260206954,38567.5,969.7716394662857,NORMAL
106.95573425292969,56.694833244251114,25776.5,2083.6580629348755,NORMAL
121.34519958496094,61.20330744137235,34558.5,2050.5453649759293,NORMAL
147.49020385742188,55.520721376618674,50876.0,1085.587875008583,NORMAL
131.53384399414062,54.553052496748215,49744.0,1243.15136384964,NORMAL
135.33473205566406,58.14576058162753,52908.0,1035.0193325281143,NORMAL
127.14216613769531,69.97623306481037,43364.5,1254.0214203596115,NORMAL
116.89476013183594,55.676892868996696,44584.0,1020.0731555223465,NORMAL
102.53450012207031,59.60435093035967,25928.5,2281.7413227558136,NORMAL
145.06893920898438,60.18598145818246,50709.5,1159.0264728069305,NORMAL
109.35205078125,62.433939390258594,44426.0,1063.2691133022308,NORMAL
101.64460754394531,61.11698022251723,27996.5,2112.2509907484055,NORMAL
128.3450469970703,53.72208356681861,44580.5,1098.0559105873108,NORMAL
118.79158020019531,65.32569606732265,38786.0,1603.4844025373459,NORMAL
127.40959167480469,53.40727917077015,33319.0,2244.7535161972046,NORMAL
128.69908142089844,58.94411997953716,50395.0,1250.097539305687,NORMAL
129.1661834716797,61.35086723725836,47410.5,1327.5361379384995,NORMAL
120.24763488769531,53.440104978853405,37358.0,1803.4499139785767,NORMAL
138.6922607421875,56.47185328587498,52379.5,1075.9726499319077,NORMAL
151.96774291992188,68.16288141532868,51109.0,1060.818321943283,NORMAL
125.32878112792969,61.52704487849761,48250.5,1144.6833264827728,NORMAL
108.23086547851562,54.04499454174779,29470.5,2022.5108771324158,NORMAL
120.22299194335938,65.27951203170183,46331.5,1283.3940043449402,NORMAL
111.71768188476562,59.093804554008514,29980.5,1542.070189356804,NORMAL
125.53573608398438,61.78262743495364,47250.5,1177.0264729261398,NORMAL
117.63880920410156,74.74666332875468,41909.0,1033.5878738164902,NORMAL
116.7550048828125,56.58295668232651,29555.5,2016.8540215492249,NORMAL
131.1446990966797,44.12617137851314,44746.0,1797.3666533231735,NORMAL
104.29470825195312,62.20714715020868,24489.0,1867.5575567483902,NORMAL
119.58517456054688,61.101927421325065,31021.5,2172.0255937576294,NORMAL
109.73350524902344,65.91181773027972,28231.0,2397.8905985355377,NORMAL
120.81745910644531,59.40319556471452,40428.5,1370.0458062887192,NORMAL
125.12777709960938,60.83318771207074,43541.0,1082.0142804384232,NORMAL
134.59780883789062,60.26367146929047,52357.0,1300.4406861066818,NORMAL
124.79458618164062,65.68562498243546,43987.5,1062.884337067604,NORMAL
136.29249572753906,51.70938154937746,38293.0,2288.008349299431,NORMAL
109.67584228515625,57.14004813805521,26652.0,2257.179923892021,NORMAL
114.36238098144531,64.884701960898,36979.0,1720.6803615093231,NORMAL
137.75587463378906,61.93839639588402,49088.5,1159.3696193695068,NORMAL
121.63320922851562,60.76514878058663,42477.0,1178.6416963338852,NORMAL
106.69979858398438,67.56069385889816,26464.5,1964.8885114192963,NORMAL
126.54119873046875,68.63090678862878,32670.0,2287.8073402643204,NORMAL
131.7755126953125,71.4751224953373,48713.5,1048.6589419841766,NORMAL
106.11660766601562,64.48096118648579,27323.5,2178.3687411546707,NORMAL
101.94197082519531,54.08156900351055,19420.5,1796.4621053934097,NORMAL
118.51370239257812,63.400812698023266,45642.0,1006.4751765727997,NORMAL
124.82188415527344,62.64877554556164,46343.0,1135.8376537561417,NORMAL
129.84649658203125,66.33504681699102,46650.0,1213.068102836609,NORMAL
112.05134582519531,51.17277882987853,36277.5,1711.6336796283722,NORMAL
112.43144226074219,57.607448325461895,35495.5,1802.0356991291046,NORMAL
118.88336181640625,68.46135344523697,40664.5,1082.1147857904434,NORMAL
95.73114013671875,58.03576145519643,20608.0,1573.0235067605972,NORMAL
132.49148559570312,58.019228575845176,35878.0,1921.3077782392502,NORMAL
127.50930786132812,55.925209554854085,34527.5,2217.0550340414047,NORMAL
118.88836669921875,65.44200435501843,35559.0,1488.4305812120438,NORMAL
121.4224853515625,58.80396071421122,48282.5,1241.9970339536667,NORMAL
130.85079956054688,61.13007995067356,46835.0,1391.4945083856583,NORMAL
104.33236694335938,57.05252150172853,26579.5,2191.56469810009,NORMAL
143.6248321533203,75.66576097854825,49521.5,1024.3746712207794,NORMAL
124.61128234863281,63.01168719896935,47294.5,1101.144222855568,NORMAL
118.34544372558594,72.46695082228266,45643.5,962.5756814479828,NORMAL
138.34030151367188,55.33354072625048,48355.0,1156.2985503673553,NORMAL
100.89207458496094,52.04721883968065,21037.0,2050.0083470344543,NORMAL
104.17594909667969,62.24782967591454,21463.5,1825.3494081497192,NORMAL
109.47036743164062,58.86906963096648,29479.0,2081.238797903061,NORMAL
114.6591796875,63.176618195593335,36693.0,1573.2001338005066,NORMAL
119.72671508789062,67.12815709903754,46269.0,1182.5828213691711,NORMAL
89.87840270996094,67.22491554390521,20812.0,1907.8418278694153,NORMAL
133.8131103515625,60.26305972505315,50860.5,1096.1147857904434,NORMAL
98.71368408203125,70.13427885881967,21059.5,1607.3250232934952,NORMAL
130.75865173339844,56.66348078654555,42042.0,1568.2295697927475,NORMAL
113.65412902832031,69.80772075009115,30850.0,2017.4499126672745,NORMAL
121.9501953125,57.377980065504225,35719.0,2062.871266722679,NORMAL
120.28662109375,61.9686951033464,33165.0,2246.469246149063,NORMAL
118.91014099121094,57.702233819717044,38342.5,1590.8986176252365,NORMAL
143.06881713867188,58.21196263057094,50797.5,1119.144223690033,NORMAL
158.34298706054688,39.68397121077902,57723.0,1170.984842658043,NORMAL
126.14689636230469,61.47975865531018,47859.0,1272.6660805940628,NORMAL
118.36329650878906,69.4774224663354,35034.0,1987.190027475357,NORMAL
120.06045532226562,63.66031582144438,48243.5,1285.3940032720566,NORMAL
127.77841186523438,59.47136506925399,45567.5,972.4335461854935,NORMAL
113.51528930664062,61.41352541686341,28663.0,2437.665202498436,NORMAL
131.14801025390625,59.16675966217662,46057.0,1016.0142802000046,NORMAL
140.5247344970703,62.37496843116347,49836.0,1204.2985503673553,NORMAL
149.645751953125,55.53459447160817,52851.5,1122.7422020435333,NORMAL
130.65301513671875,63.30792907473136,50057.0,1236.8670933246613,NORMAL
122.4200439453125,56.77279152049262,47463.5,1093.227482676506,NORMAL
147.98007202148438,59.27476813984111,54546.5,1028.7766915559769,NORMAL
126.54777526855469,58.26676947282306,52399.5,1097.0020875930786,NORMAL
118.81451416015625,58.98730063550106,41602.0,1012.6416966915131,NORMAL
110.95375061035156,60.1260055893267,36718.5,1639.526035308838,NORMAL
126.56231689453125,56.98698698345362,33786.5,2329.966719150543,NORMAL
124.08796691894531,65.01421563097728,45839.0,1178.2396757602692,NORMAL
131.82997131347656,54.574599471791835,46818.5,1309.3351273536682,NORMAL
125.14877319335938,63.05306944928527,38042.0,1682.7392369508743,NORMAL
112.21002197265625,57.35029329493566,28282.5,2283.765708208084,NORMAL
139.24813842773438,60.3882312719027,47911.0,1231.4945083856583,NORMAL
113.71839904785156,61.632786511279534,35248.0,1595.141256928444,NORMAL
134.19480895996094,57.693208042030676,47563.0,1096.5584371089935,NORMAL
115.65950012207031,61.21188435885503,32605.0,1876.7291300296783,NORMAL
115.072998046875,67.98435309157021,31691.5,2222.829635977745,NORMAL
122.59278869628906,65.50253963665524,40228.5,1760.72199177742,NORMAL
104.13658142089844,66.56498450969704,24213.0,2147.841830968857,NORMAL
109.04994201660156,74.61188145534007,29629.0,1950.7880066633224,NORMAL
124.22216796875,54.08562282595798,39157.0,1362.95035135746,NORMAL
115.61903381347656,70.18482999181907,34057.5,1970.8296370506287,NORMAL
121.0308837890625,60.963802352827535,31681.0,2182.812391281128,NORMAL
109.29095458984375,54.076673268282136,27908.0,2045.4986828565598,NORMAL
114.37910461425781,65.93466815622956,34907.5,1543.810304403305,NORMAL
128.97425842285156,61.279795543782676,46637.0,998.3574254512787,NORMAL
99.18620300292969,54.33799544044338,24229.0,2349.8317244052887,NORMAL
110.81034851074219,59.102193721539344,42643.5,1167.10973238945,NORMAL
129.35963439941406,55.662052701771024,47827.5,1390.3056901693344,NORMAL
138.09352111816406,50.49173265661091,50704.0,1365.4356335401535,NORMAL
119.99684143066406,59.16452574268172,31726.0,1980.7291340827942,NORMAL
112.61994934082031,73.97913242445317,38686.5,908.3746702671051,NORMAL
124.45701599121094,60.543395176469325,44842.5,1566.673222899437,NORMAL
137.58572387695312,61.056265025212845,51507.0,1184.7249565124512,NORMAL
120.02030944824219,50.86099087296691,30977.5,1863.3149166107178,NORMAL
111.92552185058594,63.97757464818167,37274.5,1764.8397436141968,NORMAL
118.19850158691406,58.353783708275,39775.5,1644.2123255729675,NORMAL
144.44105529785156,56.70794709995787,45990.5,1661.8447955846786,NORMAL
124.45857238769531,63.0576430748818,45013.0,1357.4600187540054,NORMAL
118.30291748046875,60.97911470703024,31851.0,2130.954525589943,NORMAL
116.44255065917969,62.48374467606084,40849.0,1031.6711337566376,NORMAL
124.8009033203125,61.04810602454438,44275.5,1146.8254618644714,NORMAL
138.5922088623047,58.82643029362028,50762.0,1162.0142790079117,NORMAL
133.79806518554688,55.37451386520043,44251.0,1746.7392358779907,NORMAL
110.70872497558594,59.84151544700336,31855.0,1994.7291325330734,NORMAL
132.16506958007812,60.18647047797564,46403.5,1150.198046207428,NORMAL
122.50518798828125,57.767367074073185,28913.5,2183.07941865921,NORMAL
105.71371459960938,65.19844382755433,32178.0,1697.023507118225,NORMAL
94.94889831542969,55.827739055652934,21290.5,2253.848970890045,NORMAL
112.58248901367188,57.113339367413886,29984.0,2361.0032967329025,NORMAL
127.86515808105469,57.805994329105886,46014.5,1344.2224321365356,NORMAL
158.977294921875,60.883340592690224,57239.5,1001.3208477497101,NORMAL
144.72003173828125,47.09492178627791,55309.5,1287.6538889408112,NORMAL
109.02525329589844,56.13372520213582,24414.5,1872.3788443803787,NORMAL
135.57418823242188,53.092411203992484,46974.0,1666.45496571064,NORMAL
114.17788696289062,54.764312433253714,32163.5,1756.1778349876404,NORMAL
120.063232421875,60.884188163759255,37266.5,1697.9280540943146,NORMAL
113.73249816894531,60.46047305692747,34458.5,1548.1879396438599,NORMAL
129.22862243652344,61.691371195648514,46508.5,1036.1147850751877,NORMAL
134.48599243164062,62.74621244038719,49819.5,1057.6883798837662,NORMAL
120.80116271972656,63.698758697560166,31304.0,2150.184975028038,NORMAL
103.04769897460938,58.541817987857584,27870.5,2172.1088544130325,NORMAL
113.64044189453125,64.53086048195125,31221.0,1903.8174427747726,NORMAL
99.47898864746094,58.50199000794974,35171.5,1061.4528785943985,NORMAL
115.48551940917969,58.48624046525606,39711.0,1168.1219254732132,NORMAL
114.07579040527344,49.494453281097485,25494.5,1864.5108762979507,NORMAL
126.58059692382812,56.256725168591736,44675.5,1277.1929919719696,NORMAL
121.18125915527344,56.50285451277893,43538.0,1116.5828213691711,NORMAL
138.3572540283203,59.08819745862819,45842.0,1585.1757476329803,NORMAL
117.96894836425781,67.28061427997402,45778.0,1091.4701231718063,NORMAL
97.83045959472656,66.86016387213681,25310.0,2204.528120994568,NORMAL
116.26686096191406,54.55685369282942,37427.0,2047.8174430131912,NORMAL
139.0968780517578,58.667548047167614,50498.0,1057.9898946285248,NORMAL
111.01760864257812,62.87671086369952,43291.0,1145.6122597455978,NORMAL
127.78524780273438,65.19330616594993,45010.5,1133.5706269741058,NORMAL
109.56840515136719,64.42684399556917,35557.5,1769.3494092226028,NORMAL
117.4027099609375,54.031896944596554,28276.0,2073.6408185958862,NORMAL
140.1837921142578,56.27973731417971,50939.5,1142.8010759353638,NORMAL
107.76127624511719,54.071524006232245,25722.5,2276.275374889374,NORMAL
125.32171630859375,50.307521246124665,33100.0,2318.0327360630035,NORMAL
126.40328979492188,59.841388743947135,40594.0,1599.224515914917,NORMAL
117.186279296875,63.74065326490494,32161.0,2147.533174753189,NORMAL
97.62922668457031,54.75269796323335,21152.5,1979.8834578990936,NORMAL
102.69129943847656,53.22187308468226,20743.5,1028.624451637268,NORMAL
123.78131103515625,66.33414579814432,37786.5,1798.8641273975372,NORMAL
122.43243408203125,56.39874171187392,38472.5,1728.8986159563065,NORMAL
129.2775115966797,58.07389437513867,40909.0,1532.3717058897018,NORMAL
139.64385986328125,68.69071503788491,49073.5,940.8355667591095,NORMAL
112.59434509277344,72.09274259956342,36972.0,1478.0630496740341,NORMAL
121.87667846679688,68.47603252649046,39135.5,1634.0701888799667,NORMAL
119.96955871582031,69.84834496534297,40150.0,1109.0681025981903,NORMAL
120.85008239746094,69.01373221369089,42793.5,1112.8254628181458,NORMAL
102.61846923828125,61.171549753290286,21863.5,1214.991982460022,NORMAL
128.96934509277344,48.389626892740715,41396.0,2002.1017146110535,NORMAL
119.21351623535156,63.52251044553098,44440.0,1221.8965295553207,NORMAL
121.41671752929688,53.765697006788415,35190.5,1974.6875003576279,NORMAL
125.07522583007812,63.40904644184718,33261.5,2394.510875225067,NORMAL
120.18585205078125,61.37283580213709,45423.5,1059.0853474140167,NORMAL
128.92648315429688,57.27562154229844,50028.5,1144.8843380212784,NORMAL
110.75076293945312,67.70328512651957,39901.5,952.0315251350403,NORMAL
130.2972869873047,55.30413858025822,48951.5,1198.1391702890396,NORMAL
132.6929931640625,57.45674364136114,34237.5,2090.770762324333,NORMAL
125.98239135742188,65.20845874605008,49811.5,1121.972649693489,NORMAL
108.77188110351562,63.445400238145254,29872.5,1884.4032309055328,NORMAL
113.32020568847656,59.124950124530336,34523.5,1840.6042411327362,NORMAL
111.76960754394531,60.737554121956215,44380.0,1253.1513628959656,NORMAL
133.25482177734375,56.711367524393125,45668.5,1253.5950133800507,NORMAL
121.445068359375,67.97068987961039,43979.5,1100.2569205760956,NORMAL
